"第4表  国内定期航空路線別, 区間別, 月別運航及び運送実績",,,,,,,,,,,,,,,,,,,,,
（平成２１年）,,,,,,,,,,,,,,,,,,,,,
空港i,空港j,航空会社,運航回数,運航キロメートル,運航時間,旅客数,座席数,,人キロメートル,座席キロメートル,座席利用率,貨物,超過手荷物,郵便物,旅客,貨物,超過手荷物,郵便物,計,"利用可能
トンキロメートル",重量利用率(%)
粟国,那覇,RAC,412,"35,020",176:20:00,"2,164","3,708",9,"183,940","315,180",58.4,"5,567",0,"1,027","13,796",474,0,87,"14,357","26,765",53.6
那覇,久米島,JTA,862,"144,816",493:15:00,"65,295","129,036",150,"10,969,560","21,678,048",50.6,"469,132",0,"19,762","822,717","78,813",0,"3,321","904,851","3,902,793",23.2
久米島,那覇,JTA,863,"144,984",489:02:00,"65,339","129,161",150,"10,976,952","21,699,048",50.6,"845,264",0,"10,686","823,271","142,004",0,"1,797","967,072","3,907,321",24.8
那覇,久米島,RAC,"1,422","240,318",765:40:00,"40,671","62,344",44,"6,873,399","10,536,136",65.2,"380,832",0,"28,276","515,506","64,360",0,"4,779","584,645","943,466",62
久米島,那覇,RAC,"1,422","240,318",806:22:00,"39,958","62,344",44,"6,752,902","10,536,136",64.1,"276,011",0,"2,410","506,467","46,645",0,407,"553,519","943,466",58.7
那覇,宮古,ANA,"1,809","636,768","1,542:20","128,929","226,346",125,"45,383,008","79,673,792",57,"1,777,771","4,350",242,"3,403,726","625,775","1,532",85,"4,031,118","8,868,664",45.5
宮古,那覇,ANA,"1,810","637,120","1,425:20","129,918","226,488",125,"45,731,136","79,723,776",57.4,"2,062,105","3,812","32,662","3,429,833","725,861","1,343","11,498","4,168,535","8,873,722",47
那覇,宮古,JTA,"2,555","899,360","2,085:51","260,194","392,704",154,"91,588,288","138,231,808",66.3,"4,049,296",0,"243,999","6,869,123","1,425,353",0,"85,888","8,380,364","18,991,104",44.1
宮古,那覇,JTA,"2,276","801,152","1,772:57","244,710","350,818",154,"86,137,920","123,487,936",69.8,"4,175,145",0,"46,482","6,460,344","1,469,651",0,"16,362","7,946,357","16,959,880",46.9
那覇,宮古,RAC,418,"147,136",406:05:00,"11,981","16,467",39,"4,217,312","5,796,384",72.8,"94,612",0,0,"316,299","33,304",0,0,"349,603","577,640",60.5
宮古,那覇,RAC,420,"147,840",393:45:00,"10,291","16,545",39,"3,622,432","5,823,840",62.2,"46,786",0,0,"271,681","16,467",0,0,"288,148","580,404",49.6
那覇,石垣,ANA,"3,960","1,869,120","4,029:04","263,704","500,978",127,"124,468,288","236,461,616",52.6,"3,102,407","8,018","85,976","9,335,122","1,464,335","3,784","40,581","10,843,822","26,127,891",41.5
石垣,那覇,ANA,"3,960","1,869,120","3,484:31","266,689","500,944",127,"125,877,208","236,445,568",53.2,"2,008,814","6,657","72,489","9,440,791","948,160","3,142","34,213","10,426,306","26,127,891",39.9
那覇,石垣,JTA,"3,907","1,844,104","3,876:31","313,826","585,279",150,"148,125,872","276,251,688",53.6,"4,863,229",0,"226,116","11,109,440","2,295,445",0,"106,726","13,511,611","27,606,237",48.9
石垣,那覇,JTA,"4,415","2,083,880","3,823:32","349,229","661,227",150,"164,836,088","312,099,144",52.8,"5,468,983",0,"46,063","12,362,706","2,581,359",0,"21,742","14,965,807","31,195,682",48
那覇,与那国,RAC,221,"131,937",351:23:00,"4,892","9,032",41,"2,920,524","5,392,104",54.2,"5,003",0,0,"219,040","2,988",0,0,"222,028","517,974",42.9
与那国,那覇,RAC,218,"130,146",300:09:00,"3,629","8,837",41,"2,166,513","5,275,689",41.1,"1,905",0,0,"162,491","1,139",0,0,"163,630","510,943",32
宮古,石垣,JTA,601,"109,983",332:45:00,"37,999","89,890",150,"6,953,817","16,449,870",42.3,"122,970",0,"1,620","521,537","22,504",0,297,"544,338","1,323,093",41.1
石垣,宮古,JTA,326,"59,658",149:41:00,"18,204","89,108",273,"3,331,332","16,306,764",20.4,"38,112",0,5,"249,849","6,974",0,1,"256,824","717,685",35.8
宮古,石垣,RAC,212,"38,796",118:07:00,"5,089","8,268",39,"931,287","1,513,044",61.6,"16,384",0,226,"69,847","2,998",0,42,"72,887","152,309",47.9
石垣,宮古,RAC,212,"38,796",112:17:00,"5,924","8,268",39,"1,084,092","1,513,044",71.6,"23,247",0,130,"81,309","4,254",0,24,"85,587","152,309",56.2
多良間,宮古,RAC,723,"62,178",254:22:00,"14,267","28,197",39,"1,226,962","2,424,942",50.6,"99,712",0,"3,549","92,023","8,577",0,305,"100,905","244,106",41.3
宮古,多良間,RAC,723,"62,178",262:21:00,"14,169","28,197",39,"1,218,534","2,424,942",50.3,"185,127",0,"9,115","91,392","15,922",0,783,"108,097","244,106",44.3
石垣,与那国,JTA,361,"60,648",177:16:00,"25,970","53,972",150,"4,362,960","9,067,296",48.1,"345,802",0,"15,467","327,222","58,096",0,"2,597","387,915","637,225",60.9
与那国,石垣,JTA,361,"60,648",171:53:00,"26,164","53,972",150,"4,395,552","9,067,296",48.5,"319,257",0,"6,136","329,666","53,633",0,"1,031","384,330","637,225",60.3
石垣,与那国,RAC,218,"38,150",120:22:00,"6,218","8,876",41,"1,088,150","1,553,300",70.1,"33,210",0,24,"81,613","5,811",0,3,"87,427","149,778",58.4
与那国,石垣,RAC,221,"38,675",121:08:00,"6,830","9,032",41,"1,195,250","1,580,600",75.6,"6,035",0,1,"89,644","1,057",0,0,"90,701","151,839",59.7
