rk,i,j,207ゾーンi,207ゾーンj,47ゾーンi,47ゾーンj,207ゾーン名i,207ゾーン名j,最寄りi,最寄りj,,"x_ij,k",ODij,所要時間,費用,航空便数,滞在可能時間,アクセシビリティ,鉄道ダミー,エアライン参入数
2529,24,23,151,144,20,18,新潟,小田原,新潟,小田原,新潟駅小田原駅,0,0,160,,,,2.222603,1,
2530,24,23,151,144,20,18,新潟,小田原,新潟,羽田,新潟駅羽田駅,0,0,0,,,,8.293441,0,
2531,24,24,151,151,20,20,新潟,新潟,新潟,新潟,新潟駅新潟駅,－,#VALUE!,0,,,,2.222603,1,
2532,24,24,151,151,20,20,新潟,新潟,新潟,新潟,新潟駅新潟駅,0,#VALUE!,0,,,,8.293441,0,
2533,24,25,151,152,20,20,新潟,長岡,新潟,長岡,新潟駅長岡駅,－,#VALUE!,23,,,,2.222603,1,
2534,24,25,151,152,20,20,新潟,長岡,新潟,新潟,新潟駅新潟駅,0,#VALUE!,0,,,,8.293441,0,
2535,24,26,151,154,20,20,新潟,三条・燕,新潟,燕三条,新潟駅燕三条駅,－,#VALUE!,12,,,,2.222603,1,
2536,24,26,151,154,20,20,新潟,三条・燕,新潟,新潟,新潟駅新潟駅,0,#VALUE!,0,,,,8.293441,0,
2537,24,27,151,155,20,20,新潟,魚沼,新潟,浦佐,新潟駅浦佐駅,－,#VALUE!,33,,,,2.222603,1,
2538,24,27,151,155,20,20,新潟,魚沼,新潟,新潟,新潟駅新潟駅,0,#VALUE!,0,,,,8.293441,0,
2539,24,28,151,201,20,18,新潟,長野,新潟,長野,新潟駅長野駅,10,10,125,,,,2.222603,1,
2540,24,28,151,201,20,18,新潟,長野,新潟,羽田,新潟駅羽田駅,0,10,0,,,,8.293441,0,
2541,24,29,151,203,20,24,新潟,上田,新潟,上田,新潟駅上田駅,6,6,113,,,,2.222603,1,
2542,24,29,151,203,20,24,新潟,上田,新潟,名古屋,新潟駅名古屋駅,0,6,0,,,,8.293441,0,
2543,24,30,151,211,20,24,新潟,岐阜,新潟,岐阜羽島,新潟駅岐阜羽島駅,3,6,300,,,,2.222603,1,
2544,24,30,151,211,20,24,新潟,岐阜,新潟,名古屋,新潟駅名古屋駅,3,6,0,,,,8.293441,0,
2545,24,31,151,221,20,18,新潟,中部,新潟,静岡,新潟駅静岡駅,7,7,188,,,,2.222603,1,
2546,24,31,151,221,20,18,新潟,中部,新潟,羽田,新潟駅羽田駅,0,7,0,,,,8.293441,0,
2547,24,32,151,222,20,24,新潟,西部,新潟,浜松,新潟駅浜松駅,3,3,214,,,,2.222603,1,
2548,24,32,151,222,20,24,新潟,西部,新潟,名古屋,新潟駅名古屋駅,0,3,0,,,,8.293441,0,
2549,24,33,151,223,20,18,新潟,東部,新潟,三島,新潟駅三島駅,6,6,182,,,,2.222603,1,
2550,24,33,151,223,20,18,新潟,東部,新潟,羽田,新潟駅羽田駅,0,6,0,,,,8.293441,0,
2551,24,34,151,231,20,24,新潟,名古屋,新潟,名古屋,新潟駅名古屋駅,11,20,219,,,,2.222603,1,
2552,24,34,151,231,20,24,新潟,名古屋,新潟,名古屋,新潟駅名古屋駅,9,20,0,,,,8.293441,0,
2553,24,35,151,232,20,24,新潟,東三河,新潟,豊橋,新潟駅豊橋駅,2,2,257,,,,2.222603,1,
2554,24,35,151,232,20,24,新潟,東三河,新潟,名古屋,新潟駅名古屋駅,0,2,0,,,,8.293441,0,
2555,24,36,151,233,20,24,新潟,豊田,新潟,三河安城,新潟駅三河安城駅,8,17,276,,,,2.222603,1,
2556,24,36,151,233,20,24,新潟,豊田,新潟,名古屋,新潟駅名古屋駅,9,17,0,,,,8.293441,0,
2557,24,37,151,252,20,25,新潟,東北部,新潟,米原,新潟駅米原駅,0,0,319,,,,2.222603,1,
2558,24,37,151,252,20,25,新潟,東北部,新潟,関西国際,新潟駅関西国際駅,0,0,0,,,,8.293441,0,
2559,24,38,151,261,20,25,新潟,京都,新潟,京都,新潟駅京都駅,10,36,255,,,,2.222603,1,
2560,24,38,151,261,20,25,新潟,京都,新潟,関西国際,新潟駅関西国際駅,26,36,0,,,,8.293441,0,
2561,24,39,151,271,20,25,新潟,大阪,新潟,新大阪,新潟駅新大阪駅,6,38,270,,,,2.222603,1,
2562,24,39,151,271,20,25,新潟,大阪,新潟,関西国際,新潟駅関西国際駅,32,38,0,,,,8.293441,0,
2563,24,40,151,281,20,25,新潟,神戸,新潟,新神戸,新潟駅新神戸駅,2,12,283,,,,2.222603,1,
2564,24,40,151,281,20,25,新潟,神戸,新潟,関西国際,新潟駅関西国際駅,10,12,0,,,,8.293441,0,
2565,24,41,151,283,20,25,新潟,播磨,新潟,姫路,新潟駅姫路駅,2,6,300,,,,2.222603,1,
2566,24,41,151,283,20,25,新潟,播磨,新潟,関西国際,新潟駅関西国際駅,4,6,0,,,,8.293441,0,
2567,24,42,151,331,20,30,新潟,県南,新潟,岡山,新潟駅岡山駅,7,9,315,,,,2.222603,1,
2568,24,42,151,331,20,30,新潟,県南,新潟,岡山,新潟駅岡山駅,2,9,0,,,,8.293441,0,
2569,24,43,151,341,20,31,新潟,広島,新潟,広島,新潟駅広島駅,7,9,356,,,,2.222603,1,
2570,24,43,151,341,20,31,新潟,広島,新潟,広島,新潟駅広島駅,2,9,0,,,,8.293441,0,
2571,24,44,151,342,20,31,新潟,備後,新潟,福山,新潟駅福山駅,3,3,333,,,,2.222603,1,
2572,24,44,151,342,20,31,新潟,備後,新潟,広島,新潟駅広島駅,0,3,0,,,,8.293441,0,
2573,24,45,151,351,20,32,新潟,山口,新潟,新山口,新潟駅新山口駅,3,4,384,,,,2.222603,1,
2574,24,45,151,351,20,32,新潟,山口,新潟,山口宇部,新潟駅山口宇部駅,1,4,0,,,,8.293441,0,
2575,24,46,151,352,20,32,新潟,下関,新潟,新下関,新潟駅新下関駅,2,3,527,,,,2.222603,1,
2576,24,46,151,352,20,32,新潟,下関,新潟,山口宇部,新潟駅山口宇部駅,1,3,0,,,,8.293441,0,
2577,24,47,151,353,20,32,新潟,宇部,新潟,厚狭,新潟駅厚狭駅,0,1,516,,,,2.222603,1,
2578,24,47,151,353,20,32,新潟,宇部,新潟,山口宇部,新潟駅山口宇部駅,1,1,0,,,,8.293441,0,
2579,24,48,151,354,20,32,新潟,岩国,新潟,新岩国,新潟駅新岩国駅,0,0,466,,,,2.222603,1,
2580,24,48,151,354,20,32,新潟,岩国,新潟,山口宇部,新潟駅山口宇部駅,0,0,0,,,,8.293441,0,
2581,24,49,151,355,20,32,新潟,徳山,新潟,徳山,新潟駅徳山駅,4,4,381,,,,2.222603,1,
2582,24,49,151,355,20,32,新潟,徳山,新潟,山口宇部,新潟駅山口宇部駅,0,4,0,,,,8.293441,0,
2583,24,50,151,401,20,37,新潟,福岡,新潟,博多,新潟駅博多駅,6,22,420,,,,2.222603,1,
2584,24,50,151,401,20,37,新潟,福岡,新潟,福岡,新潟駅福岡駅,16,22,0,,,,8.293441,0,
2585,24,51,151,402,20,37,新潟,北九州,新潟,小倉,新潟駅小倉駅,0,2,403,,,,2.222603,1,
2586,24,51,151,402,20,37,新潟,北九州,新潟,福岡,新潟駅福岡駅,2,2,0,,,,8.293441,0,
2587,24,52,151,432,20,41,新潟,八代・芦北,新潟,新八代,新潟駅新八代駅,0,0,520,,,,2.222603,1,
2588,24,52,151,432,20,41,新潟,八代・芦北,新潟,熊本,新潟駅熊本駅,0,0,0,,,,8.293441,0,
2589,24,53,151,461,20,44,新潟,鹿児島,新潟,鹿児島中央,新潟駅鹿児島中央駅,0,3,565,,,,2.222603,1,
2590,24,53,151,461,20,44,新潟,鹿児島,新潟,鹿児島,新潟駅鹿児島駅,3,3,0,,,,8.293441,0,
2591,24,54,151,462,20,44,新潟,川北薩・串木野,新潟,川内,新潟駅川内駅,0,0,553,,,,2.222603,1,
2592,24,54,151,462,20,44,新潟,川北薩・串木野,新潟,鹿児島,新潟駅鹿児島駅,0,0,0,,,,8.293441,0,
2593,25,1,152,22,20,10,長岡,南部,長岡,八戸,長岡駅八戸駅,2,3,257,,,,1.524693,1,
2594,25,1,152,22,20,10,長岡,南部,新潟,三沢,新潟駅三沢駅,1,3,0,,,,31.21727,0,
2595,25,2,152,31,20,11,長岡,盛岡,長岡,盛岡,長岡駅盛岡駅,0,0,221,,,,1.524693,1,
2596,25,2,152,31,20,11,長岡,盛岡,新潟,花巻,新潟駅花巻駅,0,0,0,,,,31.21727,0,
2597,25,3,152,32,20,11,長岡,北上中部,長岡,新花巻,長岡駅新花巻駅,0,0,221,,,,1.524693,1,
2598,25,3,152,32,20,11,長岡,北上中部,新潟,花巻,新潟駅花巻駅,0,0,0,,,,31.21727,0,
2599,25,4,152,33,20,11,長岡,両磐,長岡,一ノ関,長岡駅一ノ関駅,0,0,183,,,,1.524693,1,
2600,25,4,152,33,20,11,長岡,両磐,新潟,花巻,新潟駅花巻駅,0,0,0,,,,31.21727,0,
2601,25,5,152,41,20,12,長岡,仙台,長岡,仙台,長岡駅仙台駅,8,8,147,,,,0.192243,1,
2602,25,5,152,41,20,12,長岡,仙台,新潟,仙台,新潟駅仙台駅,0,8,0,,,,61.059066,0,
2603,25,6,152,43,20,12,長岡,古川,長岡,くりこま高原,長岡駅くりこま高原駅,2,2,171,,,,0.192243,1,
2604,25,6,152,43,20,12,長岡,古川,新潟,仙台,新潟駅仙台駅,0,2,0,,,,61.059066,0,
2605,25,7,152,51,20,13,長岡,秋田臨海,長岡,秋田,長岡駅秋田駅,1,1,274,,,,0.192243,1,
2606,25,7,152,51,20,13,長岡,秋田臨海,新潟,秋田,新潟駅秋田駅,0,1,0,,,,61.059066,0,
2607,25,8,152,61,20,15,長岡,山形,長岡,山形,長岡駅山形駅,1,1,209,,,,0.192243,1,
2608,25,8,152,61,20,15,長岡,山形,新潟,山形,新潟駅山形駅,0,1,0,,,,61.059066,0,
2609,25,9,152,63,20,12,長岡,米沢,長岡,米沢,長岡駅米沢駅,0,0,175,,,,0.192243,1,
2610,25,9,152,63,20,12,長岡,米沢,新潟,仙台,新潟駅仙台駅,0,0,0,,,,61.059066,0,
2611,25,10,152,64,20,12,長岡,新庄,長岡,新庄,長岡駅新庄駅,0,0,257,,,,0.192243,1,
2612,25,10,152,64,20,12,長岡,新庄,新潟,仙台,新潟駅仙台駅,0,0,0,,,,61.059066,0,
2613,25,11,152,71,20,12,長岡,福島,長岡,福島,長岡駅福島駅,4,4,139,,,,0.192243,1,
2614,25,11,152,71,20,12,長岡,福島,新潟,仙台,新潟駅仙台駅,0,4,0,,,,61.059066,0,
2615,25,12,152,73,20,17,長岡,郡山,長岡,郡山,長岡駅郡山駅,0,0,124,,,,0.192243,1,
2616,25,12,152,73,20,17,長岡,郡山,新潟,福島,新潟駅福島駅,0,0,0,,,,61.059066,0,
2617,25,13,152,76,20,17,長岡,白河,長岡,新白河,長岡駅新白河駅,1,1,131,,,,0.192243,1,
2618,25,13,152,76,20,17,長岡,白河,新潟,福島,新潟駅福島駅,0,1,0,,,,61.059066,0,
2619,25,14,152,91,20,18,長岡,宇都宮,長岡,宇都宮,長岡駅宇都宮駅,13,13,97,,,,0.192243,1,
2620,25,14,152,91,20,18,長岡,宇都宮,新潟,羽田,新潟駅羽田駅,0,13,0,,,,61.059066,0,
2621,25,15,152,93,20,18,長岡,栃木・小山,長岡,小山,長岡駅小山駅,9,9,88,,,,0.192243,1,
2622,25,15,152,93,20,18,長岡,栃木・小山,新潟,羽田,新潟駅羽田駅,0,9,0,,,,61.059066,0,
2623,25,16,152,95,20,18,長岡,那須,長岡,那須塩原,長岡駅那須塩原駅,2,2,116,,,,0.192243,1,
2624,25,16,152,95,20,18,長岡,那須,新潟,羽田,新潟駅羽田駅,0,2,0,,,,61.059066,0,
2625,25,17,152,101,20,18,長岡,前橋・高崎,長岡,高崎,長岡駅高崎駅,7,7,48,,,,0.192243,1,
2626,25,17,152,101,20,18,長岡,前橋・高崎,新潟,羽田,新潟駅羽田駅,0,7,0,,,,61.059066,0,
2627,25,18,152,104,20,18,長岡,沼田・利根,長岡,上毛高原,長岡駅上毛高原駅,0,0,74,,,,0.192243,1,
2628,25,18,152,104,20,18,長岡,沼田・利根,新潟,羽田,新潟駅羽田駅,0,0,0,,,,61.059066,0,
2629,25,19,152,111,20,18,長岡,浦和,長岡,大宮,長岡駅大宮駅,124,124,72,,,,0.192243,1,
2630,25,19,152,111,20,18,長岡,浦和,新潟,羽田,新潟駅羽田駅,0,124,0,,,,61.059066,0,
2631,25,20,152,113,20,18,長岡,児玉・大里,長岡,熊谷,長岡駅熊谷駅,2,2,58,,,,0.192243,1,
2632,25,20,152,113,20,18,長岡,児玉・大里,新潟,羽田,新潟駅羽田駅,0,2,0,,,,61.059066,0,
2633,25,21,152,131,20,18,長岡,23区,長岡,東京,長岡駅東京駅,437,437,97,,,,0.192243,1,
2634,25,21,152,131,20,18,長岡,23区,新潟,羽田,新潟駅羽田駅,0,437,0,,,,61.059066,0,
2635,25,22,152,141,20,18,長岡,横浜,長岡,新横浜,長岡駅新横浜駅,70,70,116,,,,0.192243,1,
2636,25,22,152,141,20,18,長岡,横浜,新潟,羽田,新潟駅羽田駅,0,70,0,,,,61.059066,0,
2637,25,23,152,144,20,18,長岡,小田原,長岡,小田原,長岡駅小田原駅,0,0,137,,,,0.192243,1,
2638,25,23,152,144,20,18,長岡,小田原,新潟,羽田,新潟駅羽田駅,0,0,0,,,,61.059066,0,
2639,25,24,152,151,20,20,長岡,新潟,長岡,新潟,長岡駅新潟駅,－,#VALUE!,23,,,,0.192243,1,
2640,25,24,152,151,20,20,長岡,新潟,新潟,新潟,新潟駅新潟駅,0,#VALUE!,0,,,,61.059066,0,
2641,25,25,152,152,20,20,長岡,長岡,長岡,長岡,長岡駅長岡駅,－,#VALUE!,0,,,,0.192243,1,
2642,25,25,152,152,20,20,長岡,長岡,新潟,新潟,新潟駅新潟駅,0,#VALUE!,0,,,,61.059066,0,
2643,25,26,152,154,20,20,長岡,三条・燕,長岡,燕三条,長岡駅燕三条駅,－,#VALUE!,11,,,,0.192243,1,
2644,25,26,152,154,20,20,長岡,三条・燕,新潟,新潟,新潟駅新潟駅,0,#VALUE!,0,,,,61.059066,0,
2645,25,27,152,155,20,20,長岡,魚沼,長岡,浦佐,長岡駅浦佐駅,－,#VALUE!,10,,,,0.192243,1,
2646,25,27,152,155,20,20,長岡,魚沼,新潟,新潟,新潟駅新潟駅,0,#VALUE!,0,,,,61.059066,0,
2647,25,28,152,201,20,18,長岡,長野,長岡,長野,長岡駅長野駅,0,0,102,,,,0.192243,1,
2648,25,28,152,201,20,18,長岡,長野,新潟,羽田,新潟駅羽田駅,0,0,0,,,,61.059066,0,
2649,25,29,152,203,20,24,長岡,上田,長岡,上田,長岡駅上田駅,2,2,90,,,,0.192243,1,
2650,25,29,152,203,20,24,長岡,上田,新潟,名古屋,新潟駅名古屋駅,0,2,0,,,,61.059066,0,
2651,25,30,152,211,20,24,長岡,岐阜,長岡,岐阜羽島,長岡駅岐阜羽島駅,0,0,277,,,,0.192243,1,
2652,25,30,152,211,20,24,長岡,岐阜,新潟,名古屋,新潟駅名古屋駅,0,0,0,,,,61.059066,0,
2653,25,31,152,221,20,18,長岡,中部,長岡,静岡,長岡駅静岡駅,0,0,165,,,,0.192243,1,
2654,25,31,152,221,20,18,長岡,中部,新潟,羽田,新潟駅羽田駅,0,0,0,,,,61.059066,0,
2655,25,32,152,222,20,24,長岡,西部,長岡,浜松,長岡駅浜松駅,5,5,191,,,,0.192243,1,
2656,25,32,152,222,20,24,長岡,西部,新潟,名古屋,新潟駅名古屋駅,0,5,0,,,,61.059066,0,
2657,25,33,152,223,20,18,長岡,東部,長岡,三島,長岡駅三島駅,5,5,159,,,,0.192243,1,
2658,25,33,152,223,20,18,長岡,東部,新潟,羽田,新潟駅羽田駅,0,5,0,,,,61.059066,0,
2659,25,34,152,231,20,24,長岡,名古屋,長岡,名古屋,長岡駅名古屋駅,16,17,196,,,,0.192243,1,
2660,25,34,152,231,20,24,長岡,名古屋,新潟,名古屋,新潟駅名古屋駅,1,17,0,,,,61.059066,0,
2661,25,35,152,232,20,24,長岡,東三河,長岡,豊橋,長岡駅豊橋駅,0,0,234,,,,0.192243,1,
2662,25,35,152,232,20,24,長岡,東三河,新潟,名古屋,新潟駅名古屋駅,0,0,0,,,,61.059066,0,
2663,25,36,152,233,20,24,長岡,豊田,長岡,三河安城,長岡駅三河安城駅,7,8,253,,,,0.192243,1,
2664,25,36,152,233,20,24,長岡,豊田,新潟,名古屋,新潟駅名古屋駅,1,8,0,,,,61.059066,0,
2665,25,37,152,252,20,25,長岡,東北部,長岡,米原,長岡駅米原駅,0,0,296,,,,0.192243,1,
2666,25,37,152,252,20,25,長岡,東北部,新潟,関西国際,新潟駅関西国際駅,0,0,0,,,,61.059066,0,
2667,25,38,152,261,20,25,長岡,京都,長岡,京都,長岡駅京都駅,14,15,232,,,,0.192243,1,
2668,25,38,152,261,20,25,長岡,京都,新潟,関西国際,新潟駅関西国際駅,1,15,0,,,,61.059066,0,
2669,25,39,152,271,20,25,長岡,大阪,長岡,新大阪,長岡駅新大阪駅,9,12,247,,,,0.192243,1,
2670,25,39,152,271,20,25,長岡,大阪,新潟,関西国際,新潟駅関西国際駅,3,12,0,,,,61.059066,0,
2671,25,40,152,281,20,25,長岡,神戸,長岡,新神戸,長岡駅新神戸駅,3,5,260,,,,0.192243,1,
2672,25,40,152,281,20,25,長岡,神戸,新潟,関西国際,新潟駅関西国際駅,2,5,0,,,,61.059066,0,
2673,25,41,152,283,20,25,長岡,播磨,長岡,姫路,長岡駅姫路駅,2,2,277,,,,0.192243,1,
2674,25,41,152,283,20,25,長岡,播磨,新潟,関西国際,新潟駅関西国際駅,0,2,0,,,,61.059066,0,
2675,25,42,152,331,20,30,長岡,県南,長岡,岡山,長岡駅岡山駅,3,4,292,,,,0.192243,1,
2676,25,42,152,331,20,30,長岡,県南,新潟,岡山,新潟駅岡山駅,1,4,0,,,,61.059066,0,
2677,25,43,152,341,20,31,長岡,広島,長岡,広島,長岡駅広島駅,8,9,333,,,,0.192243,1,
2678,25,43,152,341,20,31,長岡,広島,新潟,広島,新潟駅広島駅,1,9,0,,,,61.059066,0,
2679,25,44,152,342,20,31,長岡,備後,長岡,福山,長岡駅福山駅,1,1,310,,,,0.192243,1,
2680,25,44,152,342,20,31,長岡,備後,新潟,広島,新潟駅広島駅,0,1,0,,,,61.059066,0,
2681,25,45,152,351,20,32,長岡,山口,長岡,新山口,長岡駅新山口駅,0,0,361,,,,0.192243,1,
2682,25,45,152,351,20,32,長岡,山口,新潟,山口宇部,新潟駅山口宇部駅,0,0,0,,,,61.059066,0,
2683,25,46,152,352,20,32,長岡,下関,長岡,新下関,長岡駅新下関駅,1,1,504,,,,0.192243,1,
2684,25,46,152,352,20,32,長岡,下関,新潟,山口宇部,新潟駅山口宇部駅,0,1,0,,,,61.059066,0,
2685,25,47,152,353,20,32,長岡,宇部,長岡,厚狭,長岡駅厚狭駅,0,0,493,,,,0.192243,1,
2686,25,47,152,353,20,32,長岡,宇部,新潟,山口宇部,新潟駅山口宇部駅,0,0,0,,,,61.059066,0,
2687,25,48,152,354,20,32,長岡,岩国,長岡,新岩国,長岡駅新岩国駅,0,0,443,,,,0.192243,1,
2688,25,48,152,354,20,32,長岡,岩国,新潟,山口宇部,新潟駅山口宇部駅,0,0,0,,,,61.059066,0,
2689,25,49,152,355,20,32,長岡,徳山,長岡,徳山,長岡駅徳山駅,0,0,358,,,,0.192243,1,
2690,25,49,152,355,20,32,長岡,徳山,新潟,山口宇部,新潟駅山口宇部駅,0,0,0,,,,61.059066,0,
2691,25,50,152,401,20,37,長岡,福岡,長岡,博多,長岡駅博多駅,0,4,397,,,,0.192243,1,
2692,25,50,152,401,20,37,長岡,福岡,新潟,福岡,新潟駅福岡駅,4,4,0,,,,61.059066,0,
2693,25,51,152,402,20,37,長岡,北九州,長岡,小倉,長岡駅小倉駅,0,1,380,,,,0.192243,1,
2694,25,51,152,402,20,37,長岡,北九州,新潟,福岡,新潟駅福岡駅,1,1,0,,,,61.059066,0,
2695,25,52,152,432,20,41,長岡,八代・芦北,長岡,新八代,長岡駅新八代駅,0,0,497,,,,0.192243,1,
2696,25,52,152,432,20,41,長岡,八代・芦北,新潟,熊本,新潟駅熊本駅,0,0,0,,,,61.059066,0,
2697,25,53,152,461,20,44,長岡,鹿児島,長岡,鹿児島中央,長岡駅鹿児島中央駅,9,10,542,,,,0.192243,1,
2698,25,53,152,461,20,44,長岡,鹿児島,新潟,鹿児島,新潟駅鹿児島駅,1,10,0,,,,61.059066,0,
2699,25,54,152,462,20,44,長岡,川北薩・串木野,長岡,川内,長岡駅川内駅,0,0,530,,,,0.192243,1,
2700,25,54,152,462,20,44,長岡,川北薩・串木野,新潟,鹿児島,新潟駅鹿児島駅,0,0,0,,,,61.059066,0,
2701,26,1,154,22,20,10,三条・燕,南部,燕三条,八戸,燕三条駅八戸駅,0,0,268,,,,1.75421,1,
2702,26,1,154,22,20,10,三条・燕,南部,新潟,三沢,新潟駅三沢駅,0,0,0,,,,37.887112,0,
2703,26,2,154,31,20,11,三条・燕,盛岡,燕三条,盛岡,燕三条駅盛岡駅,1,1,232,,,,1.75421,1,
2704,26,2,154,31,20,11,三条・燕,盛岡,新潟,花巻,新潟駅花巻駅,0,1,0,,,,37.887112,0,
2705,26,3,154,32,20,11,三条・燕,北上中部,燕三条,新花巻,燕三条駅新花巻駅,0,0,232,,,,1.75421,1,
2706,26,3,154,32,20,11,三条・燕,北上中部,新潟,花巻,新潟駅花巻駅,0,0,0,,,,37.887112,0,
2707,26,4,154,33,20,11,三条・燕,両磐,燕三条,一ノ関,燕三条駅一ノ関駅,0,0,194,,,,1.75421,1,
2708,26,4,154,33,20,11,三条・燕,両磐,新潟,花巻,新潟駅花巻駅,0,0,0,,,,37.887112,0,
2709,26,5,154,41,20,12,三条・燕,仙台,燕三条,仙台,燕三条駅仙台駅,0,0,158,,,,1.75421,1,
2710,26,5,154,41,20,12,三条・燕,仙台,新潟,仙台,新潟駅仙台駅,0,0,0,,,,37.887112,0,
2711,26,6,154,43,20,12,三条・燕,古川,燕三条,くりこま高原,燕三条駅くりこま高原駅,0,0,182,,,,1.75421,1,
2712,26,6,154,43,20,12,三条・燕,古川,新潟,仙台,新潟駅仙台駅,0,0,0,,,,37.887112,0,
2713,26,7,154,51,20,13,三条・燕,秋田臨海,燕三条,秋田,燕三条駅秋田駅,0,0,285,,,,1.75421,1,
2714,26,7,154,51,20,13,三条・燕,秋田臨海,新潟,秋田,新潟駅秋田駅,0,0,0,,,,37.887112,0,
2715,26,8,154,61,20,15,三条・燕,山形,燕三条,山形,燕三条駅山形駅,0,0,220,,,,1.75421,1,
2716,26,8,154,61,20,15,三条・燕,山形,新潟,山形,新潟駅山形駅,0,0,0,,,,37.887112,0,
2717,26,9,154,63,20,12,三条・燕,米沢,燕三条,米沢,燕三条駅米沢駅,0,0,186,,,,1.75421,1,
2718,26,9,154,63,20,12,三条・燕,米沢,新潟,仙台,新潟駅仙台駅,0,0,0,,,,37.887112,0,
2719,26,10,154,64,20,12,三条・燕,新庄,燕三条,新庄,燕三条駅新庄駅,0,0,268,,,,1.75421,1,
2720,26,10,154,64,20,12,三条・燕,新庄,新潟,仙台,新潟駅仙台駅,0,0,0,,,,37.887112,0,
2721,26,11,154,71,20,12,三条・燕,福島,燕三条,福島,燕三条駅福島駅,0,0,150,,,,1.75421,1,
2722,26,11,154,71,20,12,三条・燕,福島,新潟,仙台,新潟駅仙台駅,0,0,0,,,,37.887112,0,
2723,26,12,154,73,20,17,三条・燕,郡山,燕三条,郡山,燕三条駅郡山駅,0,0,135,,,,1.75421,1,
2724,26,12,154,73,20,17,三条・燕,郡山,新潟,福島,新潟駅福島駅,0,0,0,,,,37.887112,0,
2725,26,13,154,76,20,17,三条・燕,白河,燕三条,新白河,燕三条駅新白河駅,0,0,142,,,,1.75421,1,
2726,26,13,154,76,20,17,三条・燕,白河,新潟,福島,新潟駅福島駅,0,0,0,,,,37.887112,0,
2727,26,14,154,91,20,18,三条・燕,宇都宮,燕三条,宇都宮,燕三条駅宇都宮駅,0,0,108,,,,1.75421,1,
2728,26,14,154,91,20,18,三条・燕,宇都宮,新潟,羽田,新潟駅羽田駅,0,0,0,,,,37.887112,0,
2729,26,15,154,93,20,18,三条・燕,栃木・小山,燕三条,小山,燕三条駅小山駅,0,0,99,,,,1.75421,1,
2730,26,15,154,93,20,18,三条・燕,栃木・小山,新潟,羽田,新潟駅羽田駅,0,0,0,,,,37.887112,0,
2731,26,16,154,95,20,18,三条・燕,那須,燕三条,那須塩原,燕三条駅那須塩原駅,0,0,127,,,,1.75421,1,
2732,26,16,154,95,20,18,三条・燕,那須,新潟,羽田,新潟駅羽田駅,0,0,0,,,,37.887112,0,
2733,26,17,154,101,20,18,三条・燕,前橋・高崎,燕三条,高崎,燕三条駅高崎駅,2,2,59,,,,1.75421,1,
2734,26,17,154,101,20,18,三条・燕,前橋・高崎,新潟,羽田,新潟駅羽田駅,0,2,0,,,,37.887112,0,
2735,26,18,154,104,20,18,三条・燕,沼田・利根,燕三条,上毛高原,燕三条駅上毛高原駅,0,0,74,,,,1.75421,1,
2736,26,18,154,104,20,18,三条・燕,沼田・利根,新潟,羽田,新潟駅羽田駅,0,0,0,,,,37.887112,0,
