"","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数"
"2523",2523,24,20,151,113,20,18,"新潟","児玉・大里","新潟","熊谷","新潟駅熊谷駅","26","26",81,9500,NA,NA,2.222603,1,NA
"2524",2524,24,20,151,113,20,18,"新潟","児玉・大里","新潟","羽田","新潟駅羽田駅","0","26",0,NA,NA,NA,8.293441,0,NA
"2525",2525,24,21,151,131,20,18,"新潟","23区","新潟","東京","新潟駅東京駅","1166","1166",120,11240,NA,NA,2.222603,1,NA
"2526",2526,24,21,151,131,20,18,"新潟","23区","新潟","羽田","新潟駅羽田駅","0","1166",0,NA,NA,NA,8.293441,0,NA
"2527",2527,24,22,151,141,20,18,"新潟","横浜","新潟","新横浜","新潟駅新横浜駅","174","174",139,12520,NA,NA,2.222603,1,NA
"2528",2528,24,22,151,141,20,18,"新潟","横浜","新潟","羽田","新潟駅羽田駅","0","174",0,NA,NA,NA,8.293441,0,NA
"2529",2529,24,23,151,144,20,18,"新潟","小田原","新潟","小田原","新潟駅小田原駅","0","0",160,13600,NA,NA,2.222603,1,NA
"2530",2530,24,23,151,144,20,18,"新潟","小田原","新潟","羽田","新潟駅羽田駅","0","0",0,NA,NA,NA,8.293441,0,NA
"2531",2531,24,24,151,151,20,20,"新潟","新潟","新潟","新潟","新潟駅新潟駅","－","#VALUE!",0,NA,NA,NA,2.222603,1,NA
"2532",2532,24,24,151,151,20,20,"新潟","新潟","新潟","新潟","新潟駅新潟駅","0","#VALUE!",0,NA,NA,NA,8.293441,0,NA
"2533",2533,24,25,151,152,20,20,"新潟","長岡","新潟","長岡","新潟駅長岡駅","－","#VALUE!",23,2280,NA,NA,2.222603,1,NA
"2534",2534,24,25,151,152,20,20,"新潟","長岡","新潟","新潟","新潟駅新潟駅","0","#VALUE!",0,NA,NA,NA,8.293441,0,NA
"2535",2535,24,26,151,154,20,20,"新潟","三条・燕","新潟","燕三条","新潟駅燕三条駅","－","#VALUE!",12,1520,NA,NA,2.222603,1,NA
"2536",2536,24,26,151,154,20,20,"新潟","三条・燕","新潟","新潟","新潟駅新潟駅","0","#VALUE!",0,NA,NA,NA,8.293441,0,NA
"2537",2537,24,27,151,155,20,20,"新潟","魚沼","新潟","浦佐","新潟駅浦佐駅","－","#VALUE!",33,3880,NA,NA,2.222603,1,NA
"2538",2538,24,27,151,155,20,20,"新潟","魚沼","新潟","新潟","新潟駅新潟駅","0","#VALUE!",0,NA,NA,NA,8.293441,0,NA
"2539",2539,24,28,151,201,20,18,"新潟","長野","新潟","長野","新潟駅長野駅","10","10",125,11880,NA,NA,2.222603,1,NA
"2540",2540,24,28,151,201,20,18,"新潟","長野","新潟","羽田","新潟駅羽田駅","0","10",0,NA,NA,NA,8.293441,0,NA
"2541",2541,24,29,151,203,20,24,"新潟","上田","新潟","上田","新潟駅上田駅","6","6",113,10800,NA,NA,2.222603,1,NA
"2542",2542,24,29,151,203,20,24,"新潟","上田","新潟","名古屋","新潟駅名古屋駅","0","6",0,NA,NA,NA,8.293441,0,NA
"2543",2543,24,30,151,211,20,24,"新潟","岐阜","新潟","岐阜羽島","新潟駅岐阜羽島駅","3","6",300,20960,NA,NA,2.222603,1,NA
"2544",2544,24,30,151,211,20,24,"新潟","岐阜","新潟","名古屋","新潟駅名古屋駅","3","6",0,NA,NA,NA,8.293441,0,NA
"2545",2545,24,31,151,221,20,18,"新潟","中部","新潟","静岡","新潟駅静岡駅","7","7",188,16420,NA,NA,2.222603,1,NA
"2546",2546,24,31,151,221,20,18,"新潟","中部","新潟","羽田","新潟駅羽田駅","0","7",0,NA,NA,NA,8.293441,0,NA
"2547",2547,24,32,151,222,20,24,"新潟","西部","新潟","浜松","新潟駅浜松駅","3","3",214,18580,NA,NA,2.222603,1,NA
"2548",2548,24,32,151,222,20,24,"新潟","西部","新潟","名古屋","新潟駅名古屋駅","0","3",0,NA,NA,NA,8.293441,0,NA
"2549",2549,24,33,151,223,20,18,"新潟","東部","新潟","三島","新潟駅三島駅","6","6",182,14680,NA,NA,2.222603,1,NA
"2550",2550,24,33,151,223,20,18,"新潟","東部","新潟","羽田","新潟駅羽田駅","0","6",0,NA,NA,NA,8.293441,0,NA
"2551",2551,24,34,151,231,20,24,"新潟","名古屋","新潟","名古屋","新潟駅名古屋駅","11","20",219,20300,NA,NA,2.222603,1,NA
"2552",2552,24,34,151,231,20,24,"新潟","名古屋","新潟","名古屋","新潟駅名古屋駅","9","20",0,NA,NA,NA,8.293441,0,NA
"2553",2553,24,35,151,232,20,24,"新潟","東三河","新潟","豊橋","新潟駅豊橋駅","2","2",257,19220,NA,NA,2.222603,1,NA
"2554",2554,24,35,151,232,20,24,"新潟","東三河","新潟","名古屋","新潟駅名古屋駅","0","2",0,NA,NA,NA,8.293441,0,NA
"2555",2555,24,36,151,233,20,24,"新潟","豊田","新潟","三河安城","新潟駅三河安城駅","8","17",276,19660,NA,NA,2.222603,1,NA
"2556",2556,24,36,151,233,20,24,"新潟","豊田","新潟","名古屋","新潟駅名古屋駅","9","17",0,NA,NA,NA,8.293441,0,NA
"2557",2557,24,37,151,252,20,25,"新潟","東北部","新潟","米原","新潟駅米原駅","0","0",319,21600,NA,NA,2.222603,1,NA
"2558",2558,24,37,151,252,20,25,"新潟","東北部","新潟","関西国際","新潟駅関西国際駅","0","0",0,NA,NA,NA,8.293441,0,NA
"2559",2559,24,38,151,261,20,25,"新潟","京都","新潟","京都","新潟駅京都駅","10","36",255,22680,NA,NA,2.222603,1,NA
"2560",2560,24,38,151,261,20,25,"新潟","京都","新潟","関西国際","新潟駅関西国際駅","26","36",0,NA,NA,NA,8.293441,0,NA
"2561",2561,24,39,151,271,20,25,"新潟","大阪","新潟","新大阪","新潟駅新大阪駅","6","38",270,23320,NA,NA,2.222603,1,NA
"2562",2562,24,39,151,271,20,25,"新潟","大阪","新潟","関西国際","新潟駅関西国際駅","32","38",0,NA,NA,NA,8.293441,0,NA
"2563",2563,24,40,151,281,20,25,"新潟","神戸","新潟","新神戸","新潟駅新神戸駅","2","12",283,23980,NA,NA,2.222603,1,NA
"2564",2564,24,40,151,281,20,25,"新潟","神戸","新潟","関西国際","新潟駅関西国際駅","10","12",0,NA,NA,NA,8.293441,0,NA
"2565",2565,24,41,151,283,20,25,"新潟","播磨","新潟","姫路","新潟駅姫路駅","2","6",300,24620,NA,NA,2.222603,1,NA
"2566",2566,24,41,151,283,20,25,"新潟","播磨","新潟","関西国際","新潟駅関西国際駅","4","6",0,NA,NA,NA,8.293441,0,NA
"2567",2567,24,42,151,331,20,30,"新潟","県南","新潟","岡山","新潟駅岡山駅","7","9",315,25920,NA,NA,2.222603,1,NA
"2568",2568,24,42,151,331,20,30,"新潟","県南","新潟","岡山","新潟駅岡山駅","2","9",0,NA,NA,NA,8.293441,0,NA
"2569",2569,24,43,151,341,20,31,"新潟","広島","新潟","広島","新潟駅広島駅","7","9",356,28300,NA,NA,2.222603,1,NA
"2570",2570,24,43,151,341,20,31,"新潟","広島","新潟","広島","新潟駅広島駅","2","9",0,NA,NA,NA,8.293441,0,NA
"2571",2571,24,44,151,342,20,31,"新潟","備後","新潟","福山","新潟駅福山駅","3","3",333,27000,NA,NA,2.222603,1,NA
"2572",2572,24,44,151,342,20,31,"新潟","備後","新潟","広島","新潟駅広島駅","0","3",0,NA,NA,NA,8.293441,0,NA
"2573",2573,24,45,151,351,20,32,"新潟","山口","新潟","新山口","新潟駅新山口駅","3","4",384,30680,NA,NA,2.222603,1,NA
"2574",2574,24,45,151,351,20,32,"新潟","山口","新潟","山口宇部","新潟駅山口宇部駅","1","4",0,NA,NA,NA,8.293441,0,NA
"2575",2575,24,46,151,352,20,32,"新潟","下関","新潟","新下関","新潟駅新下関駅","2","3",527,31320,NA,NA,2.222603,1,NA
"2576",2576,24,46,151,352,20,32,"新潟","下関","新潟","山口宇部","新潟駅山口宇部駅","1","3",0,NA,NA,NA,8.293441,0,NA
"2577",2577,24,47,151,353,20,32,"新潟","宇部","新潟","厚狭","新潟駅厚狭駅","0","1",516,30680,NA,NA,2.222603,1,NA
"2578",2578,24,47,151,353,20,32,"新潟","宇部","新潟","山口宇部","新潟駅山口宇部駅","1","1",0,NA,NA,NA,8.293441,0,NA
"2579",2579,24,48,151,354,20,32,"新潟","岩国","新潟","新岩国","新潟駅新岩国駅","0","0",466,28940,NA,NA,2.222603,1,NA
"2580",2580,24,48,151,354,20,32,"新潟","岩国","新潟","山口宇部","新潟駅山口宇部駅","0","0",0,NA,NA,NA,8.293441,0,NA
"2581",2581,24,49,151,355,20,32,"新潟","徳山","新潟","徳山","新潟駅徳山駅","4","4",381,29600,NA,NA,2.222603,1,NA
"2582",2582,24,49,151,355,20,32,"新潟","徳山","新潟","山口宇部","新潟駅山口宇部駅","0","4",0,NA,NA,NA,8.293441,0,NA
"2583",2583,24,50,151,401,20,37,"新潟","福岡","新潟","博多","新潟駅博多駅","6","22",420,32620,NA,NA,2.222603,1,NA
"2584",2584,24,50,151,401,20,37,"新潟","福岡","新潟","福岡","新潟駅福岡駅","16","22",95,20550,365,0,8.293441,0,1
"2585",2585,24,51,151,402,20,37,"新潟","北九州","新潟","小倉","新潟駅小倉駅","0","2",403,31960,NA,NA,2.222603,1,NA
"2586",2586,24,51,151,402,20,37,"新潟","北九州","新潟","福岡","新潟駅福岡駅","2","2",95,20550,365,0,8.293441,0,1
"2587",2587,24,52,151,432,20,41,"新潟","八代・芦北","新潟","新八代","新潟駅新八代駅","0","0",520,35000,NA,NA,2.222603,1,NA
"2588",2588,24,52,151,432,20,41,"新潟","八代・芦北","新潟","熊本","新潟駅熊本駅","0","0",0,NA,NA,NA,8.293441,0,NA
"2589",2589,24,53,151,461,20,44,"新潟","鹿児島","新潟","鹿児島中央","新潟駅鹿児島中央駅","0","3",565,36720,NA,NA,2.222603,1,NA
"2590",2590,24,53,151,461,20,44,"新潟","鹿児島","新潟","鹿児島","新潟駅鹿児島駅","3","3",0,NA,NA,NA,8.293441,0,NA
"2591",2591,24,54,151,462,20,44,"新潟","川北薩・串木野","新潟","川内","新潟駅川内駅","0","0",553,36280,NA,NA,2.222603,1,NA
"2592",2592,24,54,151,462,20,44,"新潟","川北薩・串木野","新潟","鹿児島","新潟駅鹿児島駅","0","0",0,NA,NA,NA,8.293441,0,NA
"2593",2593,25,1,152,22,20,10,"長岡","南部","長岡","八戸","長岡駅八戸駅","2","3",257,22680,NA,NA,1.524693,1,NA
"2594",2594,25,1,152,22,20,10,"長岡","南部","新潟","三沢","新潟駅三沢駅","1","3",0,NA,NA,NA,31.21727,0,NA
"2595",2595,25,2,152,31,20,11,"長岡","盛岡","長岡","盛岡","長岡駅盛岡駅","0","0",221,20960,NA,NA,1.524693,1,NA
"2596",2596,25,2,152,31,20,11,"長岡","盛岡","新潟","花巻","新潟駅花巻駅","0","0",0,NA,NA,NA,31.21727,0,NA
"2597",2597,25,3,152,32,20,11,"長岡","北上中部","長岡","新花巻","長岡駅新花巻駅","0","0",221,20300,NA,NA,1.524693,1,NA
"2598",2598,25,3,152,32,20,11,"長岡","北上中部","新潟","花巻","新潟駅花巻駅","0","0",0,NA,NA,NA,31.21727,0,NA
"2599",2599,25,4,152,33,20,11,"長岡","両磐","長岡","一ノ関","長岡駅一ノ関駅","0","0",183,19660,NA,NA,1.524693,1,NA
"2600",2600,25,4,152,33,20,11,"長岡","両磐","新潟","花巻","新潟駅花巻駅","0","0",0,NA,NA,NA,31.21727,0,NA
"2601",2601,25,5,152,41,20,12,"長岡","仙台","長岡","仙台","長岡駅仙台駅","8","8",147,17920,NA,NA,0.192243,1,NA
"2602",2602,25,5,152,41,20,12,"長岡","仙台","新潟","仙台","新潟駅仙台駅","0","8",0,NA,NA,NA,61.059066,0,NA
"2603",2603,25,6,152,43,20,12,"長岡","古川","長岡","くりこま高原","長岡駅くりこま高原駅","2","2",171,19220,NA,NA,0.192243,1,NA
"2604",2604,25,6,152,43,20,12,"長岡","古川","新潟","仙台","新潟駅仙台駅","0","2",0,NA,NA,NA,61.059066,0,NA
"2605",2605,25,7,152,51,20,13,"長岡","秋田臨海","長岡","秋田","長岡駅秋田駅","1","1",274,22680,NA,NA,0.192243,1,NA
"2606",2606,25,7,152,51,20,13,"長岡","秋田臨海","新潟","秋田","新潟駅秋田駅","0","1",0,NA,NA,NA,61.059066,0,NA
"2607",2607,25,8,152,61,20,15,"長岡","山形","長岡","山形","長岡駅山形駅","1","1",209,17920,NA,NA,0.192243,1,NA
"2608",2608,25,8,152,61,20,15,"長岡","山形","新潟","山形","新潟駅山形駅","0","1",0,NA,NA,NA,61.059066,0,NA
"2609",2609,25,9,152,63,20,12,"長岡","米沢","長岡","米沢","長岡駅米沢駅","0","0",175,16840,NA,NA,0.192243,1,NA
"2610",2610,25,9,152,63,20,12,"長岡","米沢","新潟","仙台","新潟駅仙台駅","0","0",0,NA,NA,NA,61.059066,0,NA
"2611",2611,25,10,152,64,20,12,"長岡","新庄","長岡","新庄","長岡駅新庄駅","0","0",257,19220,NA,NA,0.192243,1,NA
"2612",2612,25,10,152,64,20,12,"長岡","新庄","新潟","仙台","新潟駅仙台駅","0","0",0,NA,NA,NA,61.059066,0,NA
"2613",2613,25,11,152,71,20,12,"長岡","福島","長岡","福島","長岡駅福島駅","4","4",139,15760,NA,NA,0.192243,1,NA
"2614",2614,25,11,152,71,20,12,"長岡","福島","新潟","仙台","新潟駅仙台駅","0","4",0,NA,NA,NA,61.059066,0,NA
"2615",2615,25,12,152,73,20,17,"長岡","郡山","長岡","郡山","長岡駅郡山駅","0","0",124,14040,NA,NA,0.192243,1,NA
"2616",2616,25,12,152,73,20,17,"長岡","郡山","新潟","福島","新潟駅福島駅","0","0",0,NA,NA,NA,61.059066,0,NA
"2617",2617,25,13,152,76,20,17,"長岡","白河","長岡","新白河","長岡駅新白河駅","1","1",131,12960,NA,NA,0.192243,1,NA
"2618",2618,25,13,152,76,20,17,"長岡","白河","新潟","福島","新潟駅福島駅","0","1",0,NA,NA,NA,61.059066,0,NA
"2619",2619,25,14,152,91,20,18,"長岡","宇都宮","長岡","宇都宮","長岡駅宇都宮駅","13","13",97,10800,NA,NA,0.192243,1,NA
"2620",2620,25,14,152,91,20,18,"長岡","宇都宮","新潟","羽田","新潟駅羽田駅","0","13",0,NA,NA,NA,61.059066,0,NA
"2621",2621,25,15,152,93,20,18,"長岡","栃木・小山","長岡","小山","長岡駅小山駅","9","9",88,10160,NA,NA,0.192243,1,NA
"2622",2622,25,15,152,93,20,18,"長岡","栃木・小山","新潟","羽田","新潟駅羽田駅","0","9",0,NA,NA,NA,61.059066,0,NA
"2623",2623,25,16,152,95,20,18,"長岡","那須","長岡","那須塩原","長岡駅那須塩原駅","2","2",116,12520,NA,NA,0.192243,1,NA
"2624",2624,25,16,152,95,20,18,"長岡","那須","新潟","羽田","新潟駅羽田駅","0","2",0,NA,NA,NA,61.059066,0,NA
"2625",2625,25,17,152,101,20,18,"長岡","前橋・高崎","長岡","高崎","長岡駅高崎駅","7","7",48,6040,NA,NA,0.192243,1,NA
"2626",2626,25,17,152,101,20,18,"長岡","前橋・高崎","新潟","羽田","新潟駅羽田駅","0","7",0,NA,NA,NA,61.059066,0,NA
"2627",2627,25,18,152,104,20,18,"長岡","沼田・利根","長岡","上毛高原","長岡駅上毛高原駅","0","0",74,3880,NA,NA,0.192243,1,NA
"2628",2628,25,18,152,104,20,18,"長岡","沼田・利根","新潟","羽田","新潟駅羽田駅","0","0",0,NA,NA,NA,61.059066,0,NA
"2629",2629,25,19,152,111,20,18,"長岡","浦和","長岡","大宮","長岡駅大宮駅","124","124",72,8860,NA,NA,0.192243,1,NA
"2630",2630,25,19,152,111,20,18,"長岡","浦和","新潟","羽田","新潟駅羽田駅","0","124",0,NA,NA,NA,61.059066,0,NA
"2631",2631,25,20,152,113,20,18,"長岡","児玉・大里","長岡","熊谷","長岡駅熊谷駅","2","2",58,7340,NA,NA,0.192243,1,NA
"2632",2632,25,20,152,113,20,18,"長岡","児玉・大里","新潟","羽田","新潟駅羽田駅","0","2",0,NA,NA,NA,61.059066,0,NA
"2633",2633,25,21,152,131,20,18,"長岡","23区","長岡","東京","長岡駅東京駅","437","437",97,9500,NA,NA,0.192243,1,NA
"2634",2634,25,21,152,131,20,18,"長岡","23区","新潟","羽田","新潟駅羽田駅","0","437",0,NA,NA,NA,61.059066,0,NA
"2635",2635,25,22,152,141,20,18,"長岡","横浜","長岡","新横浜","長岡駅新横浜駅","70","70",116,10160,NA,NA,0.192243,1,NA
"2636",2636,25,22,152,141,20,18,"長岡","横浜","新潟","羽田","新潟駅羽田駅","0","70",0,NA,NA,NA,61.059066,0,NA
"2637",2637,25,23,152,144,20,18,"長岡","小田原","長岡","小田原","長岡駅小田原駅","0","0",137,11880,NA,NA,0.192243,1,NA
"2638",2638,25,23,152,144,20,18,"長岡","小田原","新潟","羽田","新潟駅羽田駅","0","0",0,NA,NA,NA,61.059066,0,NA
"2639",2639,25,24,152,151,20,20,"長岡","新潟","長岡","新潟","長岡駅新潟駅","－","#VALUE!",23,2280,NA,NA,0.192243,1,NA
"2640",2640,25,24,152,151,20,20,"長岡","新潟","新潟","新潟","新潟駅新潟駅","0","#VALUE!",0,NA,NA,NA,61.059066,0,NA
"2641",2641,25,25,152,152,20,20,"長岡","長岡","長岡","長岡","長岡駅長岡駅","－","#VALUE!",0,NA,NA,NA,0.192243,1,NA
"2642",2642,25,25,152,152,20,20,"長岡","長岡","新潟","新潟","新潟駅新潟駅","0","#VALUE!",0,NA,NA,NA,61.059066,0,NA
"2643",2643,25,26,152,154,20,20,"長岡","三条・燕","長岡","燕三条","長岡駅燕三条駅","－","#VALUE!",11,820,NA,NA,0.192243,1,NA
"2644",2644,25,26,152,154,20,20,"長岡","三条・燕","新潟","新潟","新潟駅新潟駅","0","#VALUE!",0,NA,NA,NA,61.059066,0,NA
"2645",2645,25,27,152,155,20,20,"長岡","魚沼","長岡","浦佐","長岡駅浦佐駅","－","#VALUE!",10,1520,NA,NA,0.192243,1,NA
"2646",2646,25,27,152,155,20,20,"長岡","魚沼","新潟","新潟","新潟駅新潟駅","0","#VALUE!",0,NA,NA,NA,61.059066,0,NA
"2647",2647,25,28,152,201,20,18,"長岡","長野","長岡","長野","長岡駅長野駅","0","0",102,10160,NA,NA,0.192243,1,NA
"2648",2648,25,28,152,201,20,18,"長岡","長野","新潟","羽田","新潟駅羽田駅","0","0",0,NA,NA,NA,61.059066,0,NA
"2649",2649,25,29,152,203,20,24,"長岡","上田","長岡","上田","長岡駅上田駅","2","2",90,8860,NA,NA,0.192243,1,NA
"2650",2650,25,29,152,203,20,24,"長岡","上田","新潟","名古屋","新潟駅名古屋駅","0","2",0,NA,NA,NA,61.059066,0,NA
"2651",2651,25,30,152,211,20,24,"長岡","岐阜","長岡","岐阜羽島","長岡駅岐阜羽島駅","0","0",277,19660,NA,NA,0.192243,1,NA
"2652",2652,25,30,152,211,20,24,"長岡","岐阜","新潟","名古屋","新潟駅名古屋駅","0","0",0,NA,NA,NA,61.059066,0,NA
"2653",2653,25,31,152,221,20,18,"長岡","中部","長岡","静岡","長岡駅静岡駅","0","0",165,14680,NA,NA,0.192243,1,NA
"2654",2654,25,31,152,221,20,18,"長岡","中部","新潟","羽田","新潟駅羽田駅","0","0",0,NA,NA,NA,61.059066,0,NA
"2655",2655,25,32,152,222,20,24,"長岡","西部","長岡","浜松","長岡駅浜松駅","5","5",191,16840,NA,NA,0.192243,1,NA
"2656",2656,25,32,152,222,20,24,"長岡","西部","新潟","名古屋","新潟駅名古屋駅","0","5",0,NA,NA,NA,61.059066,0,NA
"2657",2657,25,33,152,223,20,18,"長岡","東部","長岡","三島","長岡駅三島駅","5","5",159,12960,NA,NA,0.192243,1,NA
"2658",2658,25,33,152,223,20,18,"長岡","東部","新潟","羽田","新潟駅羽田駅","0","5",0,NA,NA,NA,61.059066,0,NA
"2659",2659,25,34,152,231,20,24,"長岡","名古屋","長岡","名古屋","長岡駅名古屋駅","16","17",196,19220,NA,NA,0.192243,1,NA
"2660",2660,25,34,152,231,20,24,"長岡","名古屋","新潟","名古屋","新潟駅名古屋駅","1","17",0,NA,NA,NA,61.059066,0,NA
"2661",2661,25,35,152,232,20,24,"長岡","東三河","長岡","豊橋","長岡駅豊橋駅","0","0",234,17920,NA,NA,0.192243,1,NA
"2662",2662,25,35,152,232,20,24,"長岡","東三河","新潟","名古屋","新潟駅名古屋駅","0","0",0,NA,NA,NA,61.059066,0,NA
"2663",2663,25,36,152,233,20,24,"長岡","豊田","長岡","三河安城","長岡駅三河安城駅","7","8",253,19220,NA,NA,0.192243,1,NA
"2664",2664,25,36,152,233,20,24,"長岡","豊田","新潟","名古屋","新潟駅名古屋駅","1","8",0,NA,NA,NA,61.059066,0,NA
"2665",2665,25,37,152,252,20,25,"長岡","東北部","長岡","米原","長岡駅米原駅","0","0",296,20300,NA,NA,0.192243,1,NA
"2666",2666,25,37,152,252,20,25,"長岡","東北部","新潟","関西国際","新潟駅関西国際駅","0","0",0,NA,NA,NA,61.059066,0,NA
"2667",2667,25,38,152,261,20,25,"長岡","京都","長岡","京都","長岡駅京都駅","14","15",232,21600,NA,NA,0.192243,1,NA
